api_football_id,name,firstname,lastname,norm_name,nationality,age,club,position,appearances,starts,minutes,starter_rate,goals,assists,shots_total,shots_on_target,key_passes,dribbles_success,tackles_total,tackles_blocks,interceptions,duels_won,yellow_cards,yellowred_cards,red_cards,saves,goals_conceded,penalties_won,penalties_missed,penalties_saved,fouls_drawn,fouls_committed,rating
19346,R. Henry,Rico Antonio,Henry,r. henry,England,28,Brentford,Defender,25,14,1334,0.56,0,1,4,0,4,15,15,5,8,66,2,0,0,0,0,0,0,0,17,15,6.45
19495,N. Collins,Nathan Michael,Collins,n. collins,Republic of Ireland,24,Brentford,Defender,35,32,2983,0.914,1,2,16,6,11,7,31,41,36,144,7,0,0,0,0,1,0,0,17,20,6.77
36922,S. van den Berg,Sepp,van den Berg,s. van den berg,Netherlands,24,Brentford,Defender,32,30,2772,0.938,0,2,20,7,7,1,23,23,29,175,2,0,0,0,0,0,0,0,11,15,6.84
44871,A. Hickey,Aaron,Buchanan Hickey,a. hickey,Scotland,23,Brentford,Defender,21,8,727,0.381,0,0,5,1,0,0,15,6,8,33,1,0,0,0,0,0,0,0,9,7,6.65
47438,M. Jensen,Mathias,Jensen,m. jensen,Denmark,29,Brentford,Midfielder,36,26,2277,0.722,3,1,19,8,35,19,41,4,21,83,3,0,0,0,0,0,0,0,15,20,6.95
61742,H. Valdimarsson,Hákon,Rafn Valdimarsson,h. valdimarsson,Iceland,24,Brentford,Goalkeeper,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6.3
106725,K. Lewis-Potter,Keane William,Lewis-Potter,k. lewis-potter,England,24,Brentford,Midfielder,36,22,1990,0.611,3,3,19,9,19,16,23,2,12,86,1,0,0,0,0,0,0,0,36,15,6.65
153066,Fábio Carvalho,Fábio Leandro,Freitas Gouveia de Carvalho,fabio carvalho,Portugal,23,Brentford,Midfielder,6,1,128,0.167,1,0,2,1,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,6.72
178077,K. Schade,Kevin,Schade,k. schade,Germany,24,Brentford,Midfielder,35,32,2768,0.914,8,3,45,24,29,20,40,3,18,188,6,0,1,0,0,2,1,0,43,50,6.75
196156,Thiago,Igor Thiago,Nascimento Rodrigues,thiago,Brazil,24,Brentford,Attacker,38,37,3295,0.974,22,1,67,43,24,29,38,8,12,202,7,0,0,0,0,0,1,0,26,73,6.94
263538,Y. Yarmolyuk,Yehor,Yarmolyuk,y. yarmolyuk,Ukraine,21,Brentford,Midfielder,37,30,2675,0.811,1,2,12,4,15,15,70,14,28,128,7,0,0,0,0,0,0,0,12,37,6.73
319517,A. Milambo,Antoni-Djibu,Milambo,a. milambo,Netherlands,20,Brentford,Midfielder,1,1,45,1.0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,6.6
342022,M. Kayode,Michael Olabode,Kayode,m. kayode,Italy,21,Brentford,Defender,37,37,3275,1.0,1,1,5,3,36,55,66,15,38,212,8,0,0,0,0,0,0,0,50,26,6.88
1464,G. Xhaka,Granit,Xhaka,g. xhaka,Switzerland,33,Sunderland,Midfielder,34,32,2916,0.941,1,6,15,5,34,11,50,20,29,155,8,0,0,0,0,0,0,0,42,23,7.32
6168,O. Alderete,Omar Federico,Alderete Fernández,o. alderete,Paraguay,29,Sunderland,Defender,33,32,2802,0.97,1,1,17,9,9,17,32,29,36,146,6,0,0,0,0,0,0,0,10,34,6.83
19910,D. Neil,Daniel,Neil,d. neil,England,24,Sunderland,Midfielder,3,0,13,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6.7
20638,E. Le Fée,Enzo Jérémy,Le Fée,e. le fee,France,25,Sunderland,Midfielder,36,33,2953,0.917,5,6,24,12,53,13,89,12,29,157,5,0,0,0,0,0,1,0,37,31,6.91
22225,Reinildo,Reinildo Isnard,Mandava,reinildo,Mozambique,31,Sunderland,Defender,25,23,1982,0.92,0,1,2,0,6,15,39,14,30,121,7,0,1,0,0,1,0,0,35,32,6.67
47521,P. Roberts,Patrick John Joseph,Roberts,p. roberts,England,28,Sunderland,Midfielder,1,0,27,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5
55904,D. Ballard,Daniel George,Ballard,d. ballard,Northern Ireland,26,Sunderland,Defender,29,24,2148,0.828,2,0,21,9,15,3,33,24,20,168,4,0,1,0,0,1,0,0,30,29,6.83
84087,W. Isidor,Wilson,Isidor,w. isidor,France,25,Sunderland,Attacker,32,11,1186,0.344,6,0,31,17,0,6,11,1,1,49,1,0,0,0,0,0,0,0,7,14,6.65
119121,T. Hume,Trai,Hume,t. hume,Northern Ireland,23,Sunderland,Defender,38,34,3050,0.895,2,1,22,7,29,5,67,12,26,175,9,0,0,0,0,0,0,0,39,31,6.78
180308,M. Peart-Harris,Myles,Spencer Peart-Harris,m. peart-harris,England,23,Brentford,Midfielder,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
194536,R. Roefs,Robin,Roefs,r. roefs,Netherlands,22,Sunderland,Goalkeeper,35,35,3163,1.0,0,0,0,0,4,1,0,0,0,35,4,0,0,109,46,0,0,1,14,0,6.98
290545,J. Seelt,Jenson,Seelt,j. seelt,Netherlands,22,Sunderland,Defender,2,1,134,0.5,0,0,0,0,0,0,4,1,0,10,0,0,0,0,0,0,0,0,1,1,6.95
301771,S. Adingra,Simon,Adingra,s. adingra,Côte d'Ivoire,23,Sunderland,Attacker,14,9,665,0.643,1,0,4,2,7,7,11,0,2,30,2,0,0,0,0,0,0,0,3,17,6.5
327631,H. Diarra,Mouhamadou Habib,Diarra,h. diarra,France,21,Sunderland,Midfielder,20,15,1420,0.75,2,2,22,8,7,6,14,0,4,58,6,0,0,0,0,1,0,0,27,19,6.72
336659,C. Talbi,Chemsdine,Talbi,c. talbi,Morocco,20,Sunderland,Attacker,28,16,1561,0.571,4,1,20,10,12,16,11,1,2,29,0,0,0,0,0,0,0,0,1,5,6.63
339201,C. Rigg,Christopher,Rigg,c. rigg,England,18,Sunderland,Midfielder,18,11,777,0.611,1,1,9,3,9,7,13,1,4,32,1,0,0,0,0,0,0,0,8,8,6.58
349799,Eliezer Mayenda,Eliezer,Mayenda Dossou,eliezer mayenda,Spain,20,Sunderland,Attacker,20,8,770,0.4,2,0,8,6,4,11,5,1,1,42,0,0,0,0,0,0,0,0,11,6,6.58
365331,N. Sadiki,Noah Junior,Sadiki,n. sadiki,Belgium,21,Sunderland,Midfielder,33,33,2907,1.0,0,1,9,5,19,27,46,11,34,123,9,0,0,0,0,0,0,0,40,32,6.76
138,J. Todibo,Jean-Clair Dimitri Roger,Todibo,j. todibo,France,26,West Ham,Defender,23,22,1817,0.957,0,1,1,0,5,4,37,13,17,68,5,0,1,0,0,0,0,0,3,8,6.54
171,K. Walker-Peters,Kyle Leonardus,Walker-Peters,k. walker-peters,England,28,West Ham,Defender,23,15,1401,0.652,1,0,5,3,7,16,44,4,9,98,2,0,0,0,0,0,0,0,25,12,6.69
253,A. Areola,Alphonse Francis,Areola,a. areola,France,32,West Ham,Goalkeeper,20,20,1800,1.0,0,1,0,0,1,0,0,0,1,6,0,0,0,77,37,0,0,0,1,1,6.76
1243,T. Souček,Tomáš,Souček,t. soucek,Czechia,30,West Ham,Midfielder,35,24,2220,0.686,5,0,21,14,11,4,44,15,16,136,3,0,1,0,0,0,0,0,22,37,6.77
1445,K. Mavropanos,Konstantinos,Mavropanos,k. mavropanos,Greece,28,West Ham,Defender,31,27,2540,0.871,3,0,20,8,4,2,40,30,49,133,2,0,0,0,0,0,0,0,9,16,7.06
1646,Lucas Paquetá,Lucas,Tolentino Coelho de Lima,lucas paqueta,Brazil,28,West Ham,Attacker,18,18,1521,1.0,4,1,17,11,23,16,39,6,8,123,6,1,0,0,0,0,0,0,30,28,6.89
2476,G. Rodríguez,Guido,Rodríguez,g. rodriguez,Argentina,31,West Ham,Midfielder,6,2,177,0.333,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,4,2,6.58
2938,J. Ward-Prowse,James Michael Edward,Ward-Prowse,j. ward-prowse,England,31,West Ham,Midfielder,5,5,415,1.0,0,0,0,0,12,0,4,1,5,9,0,0,0,0,0,0,0,0,2,4,6.9
2939,C. Wilson,Callum Eddie Graham,Wilson,c. wilson,England,33,West Ham,Attacker,32,11,1267,0.344,7,1,28,16,8,12,4,2,3,49,1,0,0,0,0,0,0,0,14,12,6.66
15870,M. Hermansen,Mads,Hermansen,m. hermansen,Denmark,25,West Ham,Goalkeeper,18,18,1625,1.0,0,1,0,0,2,0,0,0,0,11,0,0,0,55,28,0,0,0,2,0,6.78
18744,M. Kilman,Maximilian William,Kilman,m. kilman,England,28,West Ham,Defender,21,17,1565,0.81,0,0,5,1,4,4,16,24,9,69,4,0,0,0,0,0,0,0,2,16,6.6
18846,A. Wan-Bissaka,Aaron,Wan-Bissaka,a. wan-bissaka,England,28,West Ham,Midfielder,25,23,2084,0.92,0,2,0,0,18,16,34,7,39,84,4,0,0,0,0,0,0,0,12,23,6.64
19428,J. Bowen,Jarrod,Bowen,j. bowen,England,29,West Ham,Attacker,38,38,3410,1.0,9,11,50,28,45,53,49,7,27,184,4,0,0,0,0,0,0,0,49,19,6.99
21694,N. Aguerd,Nayef,Aguerd,n. aguerd,Morocco,29,West Ham,Defender,2,2,180,1.0,0,0,2,0,0,1,1,2,1,7,0,0,0,0,0,0,0,0,1,0,6.25
25391,N. Füllkrug,Niclas,Füllkrug,n. fullkrug,Germany,32,West Ham,Attacker,8,5,408,0.625,0,0,7,3,7,0,2,1,2,21,0,0,0,0,0,0,0,0,1,11,6.08
68466,A. Irving,Andrew,Irving,a. irving,Scotland,25,West Ham,Midfielder,7,2,163,0.286,0,0,0,0,3,0,6,1,1,6,0,0,0,0,0,0,0,0,0,1,6.6
284446,F. Potts,Freddie,Potts,f. potts,England,22,West Ham,Midfielder,22,12,1167,0.545,0,1,1,1,8,2,29,3,17,65,1,0,0,0,0,0,0,0,14,15,6.82
327730,O. Scarles,Oliver,Scarles,o. scarles,England,20,West Ham,Defender,13,9,668,0.692,0,0,3,0,5,2,30,1,13,46,2,0,0,0,0,1,0,0,7,7,6.58
392270,Marc Guiu,Marc,Guiu Paz,marc guiu,Spain,19,Sunderland,Attacker,2,0,23,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.25
409303,E. Diouf,El Hadji Malick,Diouf,e. diouf,Senegal,21,West Ham,Midfielder,32,30,2716,0.938,0,5,13,4,30,23,44,13,33,137,6,0,0,0,0,0,0,0,25,28,6.74
863,R. Bentancur,Rodrigo,Bentancur Colmán,r. bentancur,Uruguay,28,Tottenham,Midfielder,26,23,1892,0.885,1,1,9,3,10,19,56,7,34,113,7,0,0,0,0,0,0,0,8,19,6.76
2413,Richarlison,Richarlison,de Andrade,richarlison,Brazil,28,Tottenham,Attacker,32,20,1957,0.625,11,4,47,26,20,11,27,3,5,137,5,0,0,0,0,0,0,0,33,23,6.83
15911,M. Kudus,Mohammed,Kudus,m. kudus,Ghana,25,Tottenham,Attacker,19,19,1545,1.0,2,5,16,9,25,52,29,0,3,107,3,0,0,0,0,0,0,0,15,23,6.89
18883,D. Solanke,Dominic Ayodele,Solanke-Mitchell,d. solanke,England,28,Tottenham,Attacker,15,11,1000,0.733,3,0,14,11,6,11,22,2,3,61,1,0,0,0,0,0,0,0,9,12,6.87
19235,D. Spence,Diop Tehuti,Djed-Hotep Spence,d. spence,England,25,Tottenham,Defender,30,23,2090,0.767,0,0,10,8,10,31,43,3,17,118,4,0,0,0,0,0,0,0,21,28,6.56
25287,K. Danso,Kevin,Danso,k. danso,Austria,27,Tottenham,Defender,24,17,1519,0.708,0,0,6,2,2,2,27,11,24,120,8,0,0,0,0,0,0,0,13,21,6.86
30776,C. Romero,Cristian Gabriel,Romero,c. romero,Argentina,27,Tottenham,Defender,23,22,1872,0.957,4,1,15,6,12,8,58,14,31,155,10,1,1,0,0,0,0,0,16,32,7.13
31354,G. Vicario,Guglielmo,Vicario,g. vicario,Italy,29,Tottenham,Goalkeeper,31,31,2790,1.0,0,0,0,0,1,0,1,0,0,16,1,0,0,83,50,0,0,0,3,0,6.87
41104,João Palhinha,João Maria,Lobo Alves Palhinha Gonçalves,joao palhinha,Portugal,30,Tottenham,Midfielder,33,23,2210,0.697,5,2,19,9,8,10,110,12,30,192,8,0,0,0,0,0,0,0,36,28,7.04
47519,Pedro Porro,Pedro Antonio,Porro Sauceda,pedro porro,Spain,26,Tottenham,Defender,34,32,2810,0.941,1,2,23,8,56,19,75,10,29,139,10,0,0,0,0,0,0,0,26,32,6.89
129711,B. Johnson,Brennan Price,Johnson,b. johnson,Wales,24,Tottenham,Attacker,16,6,628,0.375,2,0,5,2,6,3,13,1,2,24,2,0,0,0,0,0,0,0,4,2,6.63
152849,M. van de Ven,Micky,van de Ven,m. van de ven,Netherlands,24,Tottenham,Defender,35,35,3055,1.0,4,1,13,6,6,11,39,22,23,119,9,0,1,0,0,0,0,0,22,29,6.73
237129,P. Sarr,Pape Matar,Sarr,p. sarr,Senegal,23,Tottenham,Midfielder,26,13,1410,0.5,2,4,10,6,11,13,33,10,18,86,3,0,0,0,0,0,0,0,13,29,6.82
265826,A. Kinský,Antonín,Kinský,a. kinsky,Czechia,22,Tottenham,Goalkeeper,7,7,642,1.0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,7,0,0,0,1,0,6.87
270510,M. Tel,Mathys Henri,Tel,m. tel,France,20,Tottenham,Attacker,31,13,1358,0.419,4,1,24,8,30,39,19,2,6,96,1,0,0,0,0,0,0,0,23,19,6.74
328089,A. Gray,Archie James Francis,Gray,a. gray,England,19,Tottenham,Midfielder,24,18,1512,0.75,2,2,8,5,8,7,11,4,17,29,5,0,0,0,0,0,0,0,2,12,6.58
336564,W. Odobert,Wilson Serge Eric,Odobert,w. odobert,France,21,Tottenham,Attacker,24,10,990,0.417,0,2,18,8,20,24,9,0,1,48,0,0,0,0,0,0,0,0,10,2,6.61
347316,L. Bergvall,Lucas Erik Holger,Bergvall,l. bergvall,Sweden,19,Tottenham,Midfielder,23,11,979,0.478,1,3,11,5,5,15,22,2,2,49,2,0,0,0,0,0,0,0,7,24,6.57
22,J. Bruun Larsen,Jacob,Bruun Larsen,j. bruun larsen,Denmark,27,Burnley,Attacker,28,10,1038,0.357,0,1,10,4,12,10,12,1,6,33,0,0,0,0,0,0,0,0,0,1,6.5
164,B. Davies,Benjamin Thomas,Davies,b. davies,Wales,32,Tottenham,Defender,3,2,138,0.667,1,0,2,2,1,0,5,1,1,9,1,0,0,0,0,0,0,0,0,2,6.93
627,K. Walker,Kyle Andrew,Walker,k. walker,England,35,Burnley,Defender,36,35,3097,0.972,0,2,1,0,13,13,56,10,45,138,9,0,0,0,0,0,0,0,22,32,6.61
1746,J. Worrall,Joseph Adrian,Worrall,j. worrall,England,29,Burnley,Defender,11,5,517,0.455,0,0,1,0,0,0,4,7,5,25,0,0,0,0,0,0,0,0,1,4,6.52
18886,M. Dúbravka,Martin,Dúbravka,m. dubravka,Slovakia,36,Burnley,Goalkeeper,35,35,3150,1.0,0,0,0,0,0,0,1,0,0,29,1,0,0,127,71,0,0,0,8,0,6.99
19827,J. Cullen,Joshua Jon,Cullen,j. cullen,Republic of Ireland,29,Burnley,Midfielder,18,18,1519,1.0,2,2,7,6,13,2,31,11,22,66,2,0,0,0,0,0,0,0,18,16,6.91
20303,J. Laurent,Joshua Ishaele Jacob-Heron,Hunt-Laurent,j. laurent,England,30,Burnley,Midfielder,33,18,1783,0.545,1,0,10,4,12,9,48,8,27,94,7,0,1,0,0,0,0,0,11,31,6.45
36927,Z. Flemming,Zian,Flemming,z. flemming,Netherlands,27,Burnley,Midfielder,29,21,1807,0.724,11,0,38,21,10,4,17,5,7,114,5,0,0,0,0,0,0,0,26,50,6.83
37882,M. Edwards,Marcus,Edwards,m. edwards,England,27,Burnley,Attacker,23,11,1073,0.478,1,3,14,6,20,14,11,0,2,45,0,0,0,0,0,0,0,0,18,7,6.67
47903,H. Ekdal,Hjalmar,Ekdal,h. ekdal,Sweden,27,Burnley,Defender,19,17,1539,0.895,0,0,4,1,4,2,24,13,12,83,0,0,0,0,0,0,0,0,7,5,6.67
98936,L. Foster,Lyle Brent,Foster,l. foster,South Africa,25,Burnley,Attacker,26,15,1372,0.577,3,2,13,6,10,10,16,3,4,66,4,0,0,0,0,0,0,0,13,22,6.47
128895,O. Sonne,Oliver,Sonne,o. sonne,Denmark,25,Burnley,Defender,7,1,165,0.143,1,0,3,1,1,1,2,0,1,8,0,0,0,0,0,0,0,0,0,4,6.73
161621,L. Tchaouna,Loum,Tchaouna,l. tchaouna,France,22,Burnley,Attacker,29,14,1316,0.483,2,1,14,9,13,7,18,1,2,54,2,0,0,0,0,0,0,0,16,13,6.57
179400,M. Estève,Maxime,Estève,m. esteve,France,23,Burnley,Defender,34,34,2937,1.0,0,0,9,1,7,3,44,33,37,139,1,0,0,0,0,0,0,0,12,13,6.64
180560,H. Mejbri,Hannibal,Mejbri,h. mejbri,Tunisia,22,Burnley,Midfielder,27,15,1253,0.556,1,4,11,5,21,20,29,3,8,102,10,0,0,0,0,0,0,0,47,24,6.72
196855,J. Anthony,Jaidon Kya Denley,Anthony,j. anthony,England,26,Burnley,Midfielder,37,32,2743,0.865,8,2,42,23,37,35,42,7,15,133,4,0,0,0,0,1,0,0,47,28,6.78
270508,L. Ugochukwu,Lesley Chimuanya,Ugochukwu,l. ugochukwu,France,21,Burnley,Midfielder,35,27,2359,0.771,3,1,14,8,10,15,51,21,18,121,2,1,0,0,0,0,0,0,30,28,6.72
328273,M. Weiß,Max,Weiß,m. weiß,Germany,21,Burnley,Goalkeeper,3,3,270,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,4,0,0,0,0,0,7.67
330238,Lucas Pires,Lucas,Pires Silva,lucas pires,Brazil,24,Burnley,Defender,20,15,1406,0.75,0,0,10,4,20,18,29,6,20,54,1,0,1,0,0,0,0,0,4,15,6.59
375915,Q. Hartman,Quilindschy,Hartman,q. hartman,Netherlands,24,Burnley,Defender,21,21,1830,1.0,0,5,7,3,20,5,52,4,31,70,1,0,0,0,0,0,0,0,3,13,6.48
285,K. Hoever,Ki-Jana Delano,Hoever,k. hoever,Netherlands,23,Wolves,Midfielder,8,6,428,0.75,0,0,1,1,5,5,13,1,6,27,0,0,0,0,0,0,0,0,3,3,6.56
1590,José Sá,José Pedro,Malheiro de Sá,jose sa,Portugal,32,Wolves,Goalkeeper,23,23,2070,1.0,0,0,0,0,1,0,1,0,0,22,2,0,0,65,37,0,0,0,6,0,6.85
2032,J. Strand Larsen,Jørgen,Strand Larsen,j. strand larsen,Norway,25,Wolves,Attacker,22,14,1405,0.636,1,1,16,7,7,5,6,5,3,65,2,0,0,0,0,0,1,0,11,31,6.37
3080,M. Munetsi,Marshall Nyasha,Munetsi,m. munetsi,Zimbabwe,29,Wolves,Attacker,13,9,877,0.692,1,1,12,6,3,5,21,2,7,65,2,0,0,0,0,0,0,0,10,19,6.6
13708,J. Arias,Jhon Adolfo,Arias Andrade,j. arias,Colombia,28,Wolves,Midfielder,23,14,1121,0.609,1,0,10,3,11,8,43,2,8,70,1,0,0,0,0,0,0,0,9,25,6.63
18742,M. Doherty,Matthew James,Doherty,m. doherty,Republic of Ireland,33,Wolves,Defender,11,11,791,1.0,0,0,1,0,3,2,16,6,7,44,4,0,0,0,0,1,0,0,6,16,6.55
19143,S. Johnstone,Samuel Luke,Johnstone,s. johnstone,England,32,Wolves,Goalkeeper,12,12,1080,1.0,0,0,0,0,0,0,2,0,0,5,0,0,0,39,24,0,0,0,0,0,6.93
20665,J. Bellegarde,Jean-Ricner,Bellegarde,j. bellegarde,France,27,Wolves,Attacker,26,15,1251,0.577,1,1,15,7,14,18,28,3,10,94,5,0,0,0,0,0,0,0,41,20,6.78
24888,Hwang Hee-Chan,Hee-Chan,Hwang,hwang hee-chan,Korea Republic,29,Wolves,Attacker,26,18,1461,0.692,2,2,15,6,15,9,10,0,13,43,5,0,0,0,0,0,0,0,18,28,6.61
41606,Toti Gomes,Tote António,Gomes,toti gomes,Portugal,26,Wolves,Defender,19,17,1427,0.895,0,0,4,2,6,10,23,12,14,68,2,0,1,0,0,0,0,0,11,11,6.56
135068,E. Agbadou,Emmanuel Elysee,Djedje Agbadou Badobre,e. agbadou,Côte d'Ivoire,28,Wolves,Defender,14,12,1101,0.857,0,0,7,3,4,4,32,15,13,67,1,0,1,0,0,0,0,0,5,10,6.85
135334,S. Bueno,Santiago Ignacio,Bueno Sciutto,s. bueno,Uruguay,27,Wolves,Defender,29,28,2553,0.966,3,1,8,7,10,0,50,21,27,109,4,0,0,0,0,1,0,0,11,30,6.77
195103,João Gomes,João Victor,Gomes da Silva,joao gomes,Brazil,24,Wolves,Midfielder,35,32,2843,0.914,1,1,13,7,16,43,108,6,36,227,10,0,0,0,0,0,0,0,49,69,6.78
195717,Y. Mosquera,Yerson,Mosquera Valdelamar,y. mosquera,Colombia,24,Wolves,Defender,27,24,2142,0.889,0,0,22,6,11,9,62,17,29,160,12,0,0,0,0,0,0,0,44,34,6.68
265782,D. Møller Wolfe,David,Møller Wolfe,d. møller wolfe,Norway,23,Wolves,Midfielder,22,11,1061,0.5,0,2,1,0,8,5,10,2,7,30,1,0,0,0,0,0,0,0,4,10,6.57
265784,André,André Trindade,da Costa Neto,andre,Brazil,24,Wolves,Midfielder,35,30,2766,0.857,1,0,5,1,18,19,82,13,30,148,12,0,0,0,0,0,0,0,43,47,6.81
280687,Hugo Bueno,Hugo,Bueno López,hugo bueno,Spain,23,Wolves,Defender,35,26,2375,0.743,1,2,12,6,38,31,67,4,39,141,3,0,0,0,0,0,0,0,24,17,6.65
282770,Rodrigo Gomes,Rodrigo Martins,Gomes,rodrigo gomes,Portugal,22,Wolves,Defender,22,9,978,0.409,3,0,18,6,4,8,23,2,9,45,0,0,0,0,0,0,0,0,8,6,6.64
391822,Fer López,Fernando,López González,fer lopez,Spain,21,Wolves,Attacker,9,2,236,0.222,0,1,2,1,3,3,1,0,0,10,1,0,0,0,0,0,0,0,4,6,6.49
567,Rúben Dias,Rúben,dos Santos Gato Alves Dias,ruben dias,Portugal,28,Manchester City,Defender,26,24,2161,0.923,2,0,7,4,7,3,13,17,23,82,3,0,0,0,0,0,0,0,9,15,7.17
626,J. Stones,John,Stones,j. stones,England,31,Manchester City,Defender,9,5,449,0.556,0,0,0,0,1,2,1,6,3,14,0,0,0,0,0,0,0,0,0,0,6.5
636,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,bernardo silva,Portugal,31,Manchester City,Midfielder,38,34,2890,0.895,2,4,17,7,47,21,53,6,22,100,10,0,0,0,0,0,0,0,22,37,6.85
1100,E. Haaland,Erling,Braut Haaland,e. haaland,Norway,25,Manchester City,Attacker,35,34,2958,0.971,27,8,102,59,25,16,15,1,5,129,2,0,0,0,0,0,1,0,25,24,7.31
1422,J. Doku,Jérémy Baffour,Doku,j. doku,Belgium,23,Manchester City,Attacker,30,19,1796,0.633,5,5,24,15,60,82,23,0,13,169,0,0,0,0,0,2,0,0,61,23,7.39
7722,S. Kalajdzic,Saša,Kalajdžić,s. kalajdzic,Austria,28,Wolves,Attacker,1,0,14,0.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6.2
18861,N. Aké,Nathan Benjamin,Aké,n. ake,Netherlands,30,Manchester City,Defender,18,6,703,0.333,0,0,5,1,7,0,8,1,5,33,1,0,0,0,0,0,0,0,8,3,6.81
21138,R. Aït-Nouri,Rayan,Aït-Nouri,r. ait-nouri,Algeria,24,Manchester City,Defender,17,12,988,0.706,0,2,8,2,12,22,34,1,13,80,2,0,0,0,0,0,0,0,10,17,6.92
36902,T. Reijnders,Tijjani,Reijnders,t. reijnders,Netherlands,27,Manchester City,Midfielder,28,19,1640,0.679,5,2,36,16,18,19,10,1,11,47,2,0,0,0,0,0,0,0,15,19,6.85
41621,Matheus Nunes,Matheus Luiz,Nunes,matheus nunes,Portugal,27,Manchester City,Midfielder,34,32,2865,0.941,1,5,6,2,28,28,58,8,30,158,5,0,0,0,0,1,0,0,30,17,6.97
81573,Omar Marmoush,Omar Khaled Mohamed Abd Elsala,Marmoush,omar marmoush,Egypt,26,Manchester City,Attacker,21,8,734,0.381,3,3,21,9,12,10,13,2,2,46,3,0,0,0,0,0,0,0,21,10,6.7
156477,R. Cherki,Mathis Rayan,Cherki,r. cherki,France,22,Manchester City,Midfielder,33,19,1806,0.576,4,12,32,13,61,50,26,1,7,111,1,0,0,0,0,0,0,0,34,16,7.2
161933,Nico González,Nicolás,González Iglesias,nico gonzalez,Spain,23,Manchester City,Midfielder,25,17,1587,0.68,1,0,5,2,11,12,42,6,24,104,6,0,0,0,0,0,0,0,18,30,7.0
162489,J. Trafford,James Harrington,Trafford,j. trafford,England,23,Manchester City,Goalkeeper,4,4,372,1.0,0,0,0,0,0,1,2,0,0,5,0,0,0,14,6,0,0,0,1,0,7.08
278133,Oscar Bobb,Oscar,Bobb,oscar bobb,Norway,22,Manchester City,Attacker,9,5,472,0.556,0,1,1,0,10,16,8,0,3,36,1,0,0,0,0,0,0,0,9,5,6.88
284230,R. Lewis,Rico Henry Mark,Lewis,r. lewis,England,21,Manchester City,Defender,11,4,435,0.364,0,1,2,0,7,2,6,1,7,18,2,0,0,0,0,0,0,0,9,5,6.63
307123,N. O&apos;Reilly,Nico,O'Reilly,n. o&apos;reilly,England,20,Manchester City,Midfielder,34,29,2648,0.853,5,3,28,15,23,24,68,12,20,161,5,0,0,0,0,0,0,0,18,45,6.88
360114,A. Khusanov,Abduqodir,Khusanov,a. khusanov,Uzbekistan,21,Manchester City,Defender,21,15,1429,0.714,0,0,7,1,6,7,27,9,33,55,2,0,0,0,0,0,0,0,6,14,6.91
1864,Pedro Neto,Pedro,Lomba Neto,pedro neto,Portugal,25,Chelsea,Midfielder,34,30,2643,0.882,5,6,24,13,55,47,19,0,6,100,3,1,0,0,0,0,0,0,25,16,6.97
5996,E. Fernández,Enzo Jeremías,Fernández,e. fernandez,Argentina,24,Chelsea,Midfielder,36,35,3134,0.972,10,4,52,31,69,13,53,2,21,137,10,0,0,0,0,0,0,0,45,36,7.18
10329,João Pedro,João Pedro,Junqueira de Jesus,joao pedro,Brazil,24,Chelsea,Attacker,35,31,2687,0.886,15,5,52,28,29,40,27,5,6,196,5,0,0,0,0,3,0,0,56,38,7.07
18959,Robert Sánchez,Robert,Lynch Sánchez,robert sanchez,Spain,28,Chelsea,Goalkeeper,35,35,3054,1.0,0,1,0,0,5,0,2,0,1,26,3,0,1,98,47,0,0,0,14,2,6.91
19545,R. James,Reece Lewis,James,r. james,England,26,Chelsea,Defender,29,20,1973,0.69,2,4,13,7,27,11,48,6,33,113,4,0,0,0,0,0,0,0,22,27,7.19
19720,T. Chalobah,Trevoh Thomas,Chalobah,t. chalobah,England,26,Chelsea,Defender,34,31,2795,0.912,3,0,13,5,5,7,35,17,36,133,3,0,1,0,0,0,0,0,18,20,6.94
22094,W. Fofana,Wesley Tidjan,Fofana,w. fofana,France,25,Chelsea,Defender,25,20,1726,0.8,0,1,5,1,3,10,19,19,40,114,7,2,0,0,0,0,0,0,17,27,6.86
47380,Marc Cucurella,Marc,Cucurella Saseta,marc cucurella,Spain,27,Chelsea,Defender,34,31,2723,0.912,1,4,14,6,39,1,55,8,32,120,8,0,1,0,0,0,0,0,29,45,6.68
